gene	biol_replicate	sugar	strain	day	CT	run	Sample Name	Ct_mean_ref	dCt	dCt_mean_gluc	ddCt	2^-ddCt
yihU	1	Lac	K12	day2_1	30.6	2	wt_yihU_Lac1	12.175	18.425	18.725	-0.3000000000000007	1.231
yihU	1	Lac	K12	day2_4	29.9	2	wt_yihU_Lac1	12.175	17.724999999999998	18.725	-1.0000000000000036	2.0
yihU	1	Lac	K12	day1_4	32.9	1	wt_yihU_Lac1	13.025	19.875	21.01666666666667	-1.1416666666666693	2.206
yihU	1	Lac	K12	day1_1	30.1	1	wt_yihU_Lac1	13.025	17.075000000000003	21.01666666666667	-3.9416666666666664	15.366
yihU	1	Lac	K12	day1_2	32.9	1	wt_yihU_Lac1	13.025	19.875	21.01666666666667	-1.1416666666666693	2.206
yihU	1	Lac	K12	day1_3	33.3	1	wt_yihU_Lac1	13.025	20.275	21.01666666666667	-0.7416666666666707	1.672
yihU	1	SQ	K12	day1_3	27.1	1	wt_yihU_SQ1	11.525	15.575000000000001	21.01666666666667	-5.441666666666668	43.462
yihU	1	SQ	K12	day1_2	27.2	1	wt_yihU_SQ1	11.525	15.674999999999999	21.01666666666667	-5.34166666666667	40.551
yihU	1	SQ	K12	day1_1	27.1	1	wt_yihU_SQ1	11.525	15.575000000000001	21.01666666666667	-5.441666666666668	43.462
yihU	1	SQ	K12	day1_4	27.6	1	wt_yihU_SQ1	11.525	16.075000000000003	21.01666666666667	-4.941666666666666	30.732
yihU	1	SQ	K12	day2_1	25.3	2	wt_yihU_SQ1	10.275	15.025	18.725	-3.700000000000001	12.996
yihU	1	SQ	K12	day2_4	25.1	2	wt_yihU_SQ1	10.275	14.825000000000001	18.725	-3.9000000000000004	14.929
yihU	1	SQ	K12	day2_2	25.1	2	wt_yihU_SQ1	10.275	14.825000000000001	18.725	-3.9000000000000004	14.929
yihU	1	SQ	K12	day2_3	25.2	2	wt_yihU_SQ1	10.275	14.924999999999999	18.725	-3.8000000000000025	13.929
yihV	1	G	K12	day2_4	27.9	2	wt_yihV_G1	10.0	17.9	17.725	0.17499999999999716	0.886
yihV	1	G	K12	day1_2	29.5	1	wt_yihV_G1	10.25	19.25	17.25	2.0	0.25
yihV	1	G	K12	day1_1	26.5	1	wt_yihV_G1	10.25	16.25	17.25	-1.0	2.0
yihV	1	G	K12	day1_3	28.1	1	wt_yihV_G1	10.25	17.85	17.25	0.6000000000000014	0.66
yihV	1	G	K12	day1_4	25.9	1	wt_yihV_G1	10.25	15.649999999999999	17.25	-1.6000000000000014	3.031
yihV	1	G	K12	day2_3	28.0	2	wt_yihV_G1	10.0	18.0	17.725	0.2749999999999986	0.826
yihV	1	G	K12	day2_1	28.0	2	wt_yihV_G1	10.0	18.0	17.725	0.2749999999999986	0.826
yihV	1	G	K12	day2_2	27.0	2	wt_yihV_G1	10.0	17.0	17.725	-0.7250000000000014	1.653
yihV	1	Lac	K12	day1_2	26.6	1	wt_yihV_Lac1	13.025	13.575000000000001	17.25	-3.674999999999999	12.773
yihV	1	Lac	K12	day1_1	25.7	1	wt_yihV_Lac1	13.025	12.674999999999999	17.25	-4.575000000000001	23.835
yihV	1	Lac	K12	day1_4	26.3	1	wt_yihV_Lac1	13.025	13.275	17.25	-3.9749999999999996	15.725
yihV	1	Lac	K12	day1_3	26.1	1	wt_yihV_Lac1	13.025	13.075000000000001	17.25	-4.174999999999999	18.063
yihV	1	Lac	K12	day2_4	27.5	2	wt_yihV_Lac1	12.175	15.325	17.725	-2.400000000000002	5.278
yihV	1	Lac	K12	day2_1	27.3	2	wt_yihV_Lac1	12.175	15.125	17.725	-2.6000000000000014	6.063
yihV	1	Lac	K12	day2_3	27.3	2	wt_yihV_Lac1	12.175	15.125	17.725	-2.6000000000000014	6.063
yihV	1	Lac	K12	day2_2	27.3	2	wt_yihV_Lac1	12.175	15.125	17.725	-2.6000000000000014	6.063
yihV	1	SQ	K12	day1_3	20.4	1	wt_yihV_SQ1	11.525	8.874999999999998	17.25	-8.375000000000002	331.991
yihV	1	SQ	K12	day1_2	20.2	1	wt_yihV_SQ1	11.525	8.674999999999999	17.25	-8.575000000000001	381.357
yihV	1	SQ	K12	day2_2	21.0	2	wt_yihV_SQ1	10.275	10.725	17.725	-7.000000000000002	128.0
yihV	1	SQ	K12	day1_1	20.4	1	wt_yihV_SQ1	11.525	8.874999999999998	17.25	-8.375000000000002	331.991
yihV	1	SQ	K12	day2_3	21.1	2	wt_yihV_SQ1	10.275	10.825000000000001	17.725	-6.9	119.428
yihV	1	SQ	K12	day2_4	21.3	2	wt_yihV_SQ1	10.275	11.025	17.725	-6.700000000000001	103.968
yihV	1	SQ	K12	day2_1	21.1	2	wt_yihV_SQ1	10.275	10.825000000000001	17.725	-6.9	119.428
yihW	1	G	K12	day2_4	25.7	2	wt_yihW_G1	10.0	15.7	16.25	-0.5500000000000007	1.464
yihW	1	G	K12	day2_3	26.2	2	wt_yihW_G1	10.0	16.2	16.25	-0.05000000000000071	1.035
yihW	1	G	K12	day2_2	26.4	2	wt_yihW_G1	10.0	16.4	16.25	0.14999999999999858	0.901
yihW	1	G	K12	day1_1	26.1	1	wt_yihW_G1	10.25	15.850000000000001	15.050000000000002	0.7999999999999989	0.574
yihW	1	G	K12	day1_3	25.7	1	wt_yihW_G1	10.25	15.45	15.050000000000002	0.3999999999999968	0.758
yihW	1	G	K12	day1_2	24.1	1	wt_yihW_G1	10.25	13.850000000000001	15.050000000000002	-1.200000000000001	2.297
yihW	1	G	K12	day2_1	26.7	2	wt_yihW_G1	10.0	16.7	16.25	0.4499999999999993	0.732
yihW	1	Lac	K12	day1_4	25.3	1	wt_yihW_Lac1	13.025	12.275	15.050000000000002	-2.775000000000002	6.845
yihW	1	Lac	K12	day2_4	26.3	2	wt_yihW_Lac1	12.175	14.125	16.25	-2.125	4.362
yihW	1	Lac	K12	day1_2	25.5	1	wt_yihW_Lac1	13.025	12.475	15.050000000000002	-2.575000000000003	5.959
yihW	1	Lac	K12	day1_3	26.1	1	wt_yihW_Lac1	13.025	13.075000000000001	15.050000000000002	-1.9750000000000014	3.931
yihW	1	Lac	K12	day2_1	26.4	2	wt_yihW_Lac1	12.175	14.224999999999998	16.25	-2.025000000000002	4.07
yihW	1	Lac	K12	day2_2	26.1	2	wt_yihW_Lac1	12.175	13.925	16.25	-2.3249999999999993	5.011
yihW	1	Lac	K12	day1_1	25.4	1	wt_yihW_Lac1	13.025	12.374999999999998	15.050000000000002	-2.6750000000000043	6.386
yihW	1	SQ	K12	day1_2	21.6	1	wt_yihW_SQ1	11.525	10.075000000000001	15.050000000000002	-4.975000000000001	31.45
yihW	1	SQ	K12	day1_3	21.1	1	wt_yihW_SQ1	11.525	9.575000000000001	15.050000000000002	-5.475000000000001	44.477
yihW	1	SQ	K12	day1_1	21.7	1	wt_yihW_SQ1	11.525	10.174999999999999	15.050000000000002	-4.8750000000000036	29.344
yihW	1	SQ	K12	day1_4	21.6	1	wt_yihW_SQ1	11.525	10.075000000000001	15.050000000000002	-4.975000000000001	31.45
yihW	1	SQ	K12	day2_1	22.1	2	wt_yihW_SQ1	10.275	11.825000000000001	16.25	-4.424999999999999	21.481
yihW	1	SQ	K12	day2_2	22.6	2	wt_yihW_SQ1	10.275	12.325000000000001	16.25	-3.924999999999999	15.189
yihW	1	SQ	K12	day2_3	22.6	2	wt_yihW_SQ1	10.275	12.325000000000001	16.25	-3.924999999999999	15.189
yihW	1	SQ	K12	day2_4	22.3	2	wt_yihW_SQ1	10.275	12.025	16.25	-4.225	18.7
yihT	2	G	Nissle	day1_2	26.4	1	Nissle_yihT_G2	12.100000000000001	14.299999999999997	14.349999999999998	-0.05000000000000071	1.035
yihT	2	G	Nissle	day2_4	26.3	2	Nissle_yihT_G2	11.850000000000001	14.45	14.524999999999999	-0.07499999999999929	1.053
yihT	2	G	Nissle	day2_3	26.5	2	Nissle_yihT_G2	11.850000000000001	14.649999999999999	14.524999999999999	0.125	0.917
yihT	2	G	Nissle	day2_2	26.3	2	Nissle_yihT_G2	11.850000000000001	14.45	14.524999999999999	-0.07499999999999929	1.053
yihT	2	G	Nissle	day2_1	26.4	2	Nissle_yihT_G2	11.850000000000001	14.549999999999997	14.524999999999999	0.02499999999999858	0.983
yihT	2	G	Nissle	day1_4	26.6	1	Nissle_yihT_G2	12.100000000000001	14.5	14.349999999999998	0.15000000000000213	0.901
yihT	2	G	Nissle	day1_3	26.4	1	Nissle_yihT_G2	12.100000000000001	14.299999999999997	14.349999999999998	-0.05000000000000071	1.035
yihT	2	G	Nissle	day1_1	26.4	1	Nissle_yihT_G2	12.100000000000001	14.299999999999997	14.349999999999998	-0.05000000000000071	1.035
yihT	2	Lac	Nissle	day1_4	25.8	1	Nissle_yihT_Lac2	12.75	13.05	14.349999999999998	-1.2999999999999972	2.462
yihT	2	Lac	Nissle	day2_2	26.9	2	Nissle_yihT_Lac2	12.675	14.224999999999998	14.524999999999999	-0.3000000000000007	1.231
yihT	2	Lac	Nissle	day1_1	26.8	1	Nissle_yihT_Lac2	12.75	14.05	14.349999999999998	-0.29999999999999716	1.231
yihT	2	Lac	Nissle	day1_2	26.8	1	Nissle_yihT_Lac2	12.75	14.05	14.349999999999998	-0.29999999999999716	1.231
yihT	2	Lac	Nissle	day2_3	26.6	2	Nissle_yihT_Lac2	12.675	13.925	14.524999999999999	-0.5999999999999979	1.516
yihT	2	Lac	Nissle	day2_4	26.5	2	Nissle_yihT_Lac2	12.675	13.825	14.524999999999999	-0.6999999999999993	1.625
yihT	2	Lac	Nissle	day2_1	26.8	2	Nissle_yihT_Lac2	12.675	14.125	14.524999999999999	-0.3999999999999986	1.32
yihT	2	Lac	Nissle	day1_3	26.4	1	Nissle_yihT_Lac2	12.75	13.649999999999999	14.349999999999998	-0.6999999999999993	1.625
yihT	2	SQ	Nissle	day2_1	26.3	2	Nissle_yihT_SQ2	12.274999999999999	14.025000000000002	14.524999999999999	-0.49999999999999645	1.414
yihT	2	SQ	Nissle	day2_3	26.5	2	Nissle_yihT_SQ2	12.274999999999999	14.225000000000001	14.524999999999999	-0.29999999999999716	1.231
yihT	2	SQ	Nissle	day2_2	26.3	2	Nissle_yihT_SQ2	12.274999999999999	14.025000000000002	14.524999999999999	-0.49999999999999645	1.414
yihT	2	SQ	Nissle	day1_4	26.6	1	Nissle_yihT_SQ2	11.7	14.900000000000002	14.349999999999998	0.5500000000000043	0.683
yihT	2	SQ	Nissle	day1_1	26.3	1	Nissle_yihT_SQ2	11.7	14.600000000000001	14.349999999999998	0.25000000000000355	0.841
yihT	2	SQ	Nissle	day1_2	26.6	1	Nissle_yihT_SQ2	11.7	14.900000000000002	14.349999999999998	0.5500000000000043	0.683
yihT	2	SQ	Nissle	day2_4	26.2	2	Nissle_yihT_SQ2	12.274999999999999	13.925	14.524999999999999	-0.5999999999999979	1.516
yihT	2	SQ	Nissle	day1_3	26.5	1	Nissle_yihT_SQ2	11.7	14.8	14.349999999999998	0.45000000000000284	0.732
yihU	2	G	Nissle	day2_2	32.0	2	Nissle_yihU_G2	11.850000000000001	20.15	20.7	-0.5500000000000007	1.464
yihU	2	G	Nissle	day2_1	32.8	2	Nissle_yihU_G2	11.850000000000001	20.949999999999996	20.7	0.24999999999999645	0.841
yihU	2	G	Nissle	day1_4	30.8	1	Nissle_yihU_G2	12.100000000000001	18.7	18.075	0.625	0.648
yihU	2	G	Nissle	day1_1	30.2	1	Nissle_yihU_G2	12.100000000000001	18.099999999999998	18.075	0.02499999999999858	0.983
yihU	2	G	Nissle	day1_2	29.4	1	Nissle_yihU_G2	12.100000000000001	17.299999999999997	18.075	-0.7750000000000021	1.711
yihU	2	G	Nissle	day2_3	32.2	2	Nissle_yihU_G2	11.850000000000001	20.35	20.7	-0.34999999999999787	1.275
yihU	2	G	Nissle	day1_3	30.3	1	Nissle_yihU_G2	12.100000000000001	18.2	18.075	0.125	0.917
yihU	2	G	Nissle	day2_4	33.2	2	Nissle_yihU_G2	11.850000000000001	21.35	20.7	0.6500000000000021	0.637
yihU	2	Lac	Nissle	day1_2	32.1	1	Nissle_yihU_Lac2	12.75	19.35	18.075	1.2750000000000021	0.413
yihU	2	Lac	Nissle	day1_4	32.1	1	Nissle_yihU_Lac2	12.75	19.35	18.075	1.2750000000000021	0.413
yihU	2	Lac	Nissle	day1_1	32.3	1	Nissle_yihU_Lac2	12.75	19.549999999999997	18.075	1.4749999999999979	0.36
yihU	2	Lac	Nissle	day2_4	36.0	2	Nissle_yihU_Lac2	12.675	23.325	20.7	2.625	0.162
yihU	2	Lac	Nissle	day1_3	32.1	1	Nissle_yihU_Lac2	12.75	19.35	18.075	1.2750000000000021	0.413
yihU	2	Lac	Nissle	day2_2	34.1	2	Nissle_yihU_Lac2	12.675	21.425	20.7	0.7250000000000014	0.605
yihU	2	Lac	Nissle	day2_3	34.3	2	Nissle_yihU_Lac2	12.675	21.624999999999996	20.7	0.9249999999999972	0.527
yihU	2	Lac	Nissle	day2_1	33.7	2	Nissle_yihU_Lac2	12.675	21.025000000000002	20.7	0.32500000000000284	0.798
yihU	2	SQ	Nissle	day1_2	32.3	1	Nissle_yihU_SQ2	11.7	20.599999999999998	18.075	2.5249999999999986	0.174
yihU	2	SQ	Nissle	day1_3	32.2	1	Nissle_yihU_SQ2	11.7	20.500000000000004	18.075	2.4250000000000043	0.186
yihU	2	SQ	Nissle	day1_4	32.3	1	Nissle_yihU_SQ2	11.7	20.599999999999998	18.075	2.5249999999999986	0.174
yihU	2	SQ	Nissle	day2_1	33.1	2	Nissle_yihU_SQ2	12.274999999999999	20.825000000000003	20.7	0.12500000000000355	0.917
yihU	2	SQ	Nissle	day2_2	34.1	2	Nissle_yihU_SQ2	12.274999999999999	21.825000000000003	20.7	1.1250000000000036	0.459
yihU	2	SQ	Nissle	day2_3	34.3	2	Nissle_yihU_SQ2	12.274999999999999	22.025	20.7	1.3249999999999993	0.399
yihU	2	SQ	Nissle	day2_4	35.2	2	Nissle_yihU_SQ2	12.274999999999999	22.925000000000004	20.7	2.225000000000005	0.214
yihU	2	SQ	Nissle	day1_1	31.8	1	Nissle_yihU_SQ2	11.7	20.1	18.075	2.025000000000002	0.246
yihV	2	G	Nissle	day1_2	24.7	1	Nissle_yihV_G2	12.100000000000001	12.599999999999998	12.649999999999999	-0.05000000000000071	1.035
yihV	2	G	Nissle	day1_1	24.9	1	Nissle_yihV_G2	12.100000000000001	12.799999999999997	12.649999999999999	0.14999999999999858	0.901
yihV	2	G	Nissle	day2_4	24.5	2	Nissle_yihV_G2	11.850000000000001	12.649999999999999	12.524999999999999	0.125	0.917
yihV	2	G	Nissle	day2_3	24.5	2	Nissle_yihV_G2	11.850000000000001	12.649999999999999	12.524999999999999	0.125	0.917
yihV	2	G	Nissle	day2_2	24.2	2	Nissle_yihV_G2	11.850000000000001	12.349999999999998	12.524999999999999	-0.1750000000000007	1.129
yihV	2	G	Nissle	day1_4	24.7	1	Nissle_yihV_G2	12.100000000000001	12.599999999999998	12.649999999999999	-0.05000000000000071	1.035
yihV	2	G	Nissle	day1_3	24.7	1	Nissle_yihV_G2	12.100000000000001	12.599999999999998	12.649999999999999	-0.05000000000000071	1.035
yihV	2	G	Nissle	day2_1	24.3	2	Nissle_yihV_G2	11.850000000000001	12.45	12.524999999999999	-0.07499999999999929	1.053
yihV	2	Lac	Nissle	day2_1	25.5	2	Nissle_yihV_Lac2	12.675	12.825	12.524999999999999	0.3000000000000007	0.812
yihV	2	Lac	Nissle	day1_1	25.7	1	Nissle_yihV_Lac2	12.75	12.95	12.649999999999999	0.3000000000000007	0.812
yihV	2	Lac	Nissle	day1_2	25.6	1	Nissle_yihV_Lac2	12.75	12.850000000000001	12.649999999999999	0.20000000000000284	0.871
yihV	2	Lac	Nissle	day1_3	25.6	1	Nissle_yihV_Lac2	12.75	12.850000000000001	12.649999999999999	0.20000000000000284	0.871
yihV	2	Lac	Nissle	day1_4	25.8	1	Nissle_yihV_Lac2	12.75	13.05	12.649999999999999	0.40000000000000213	0.758
yihV	2	Lac	Nissle	day2_2	25.3	2	Nissle_yihV_Lac2	12.675	12.625	12.524999999999999	0.10000000000000142	0.933
yihV	2	Lac	Nissle	day2_3	25.6	2	Nissle_yihV_Lac2	12.675	12.925	12.524999999999999	0.40000000000000213	0.758
yihV	2	Lac	Nissle	day2_4	25.5	2	Nissle_yihV_Lac2	12.675	12.825	12.524999999999999	0.3000000000000007	0.812
yihV	2	SQ	Nissle	day1_1	25.5	1	Nissle_yihV_SQ2	11.7	13.8	12.649999999999999	1.1500000000000021	0.451
yihV	2	SQ	Nissle	day1_4	25.9	1	Nissle_yihV_SQ2	11.7	14.2	12.649999999999999	1.5500000000000007	0.342
yihV	2	SQ	Nissle	day1_3	25.8	1	Nissle_yihV_SQ2	11.7	14.100000000000001	12.649999999999999	1.4500000000000028	0.366
yihV	2	SQ	Nissle	day1_2	25.5	1	Nissle_yihV_SQ2	11.7	13.8	12.649999999999999	1.1500000000000021	0.451
yihV	2	SQ	Nissle	day2_2	25.2	2	Nissle_yihV_SQ2	12.274999999999999	12.925	12.524999999999999	0.40000000000000213	0.758
yihV	2	SQ	Nissle	day2_3	25.3	2	Nissle_yihV_SQ2	12.274999999999999	13.025000000000002	12.524999999999999	0.5000000000000036	0.707
yihV	2	SQ	Nissle	day2_4	25.4	2	Nissle_yihV_SQ2	12.274999999999999	13.125	12.524999999999999	0.6000000000000014	0.66
yihV	2	SQ	Nissle	day2_1	25.2	2	Nissle_yihV_SQ2	12.274999999999999	12.925	12.524999999999999	0.40000000000000213	0.758
yihW	2	G	Nissle	day2_3	22.6	2	Nissle_yihW_G2	11.850000000000001	10.75	10.899999999999999	-0.14999999999999858	1.11
yihW	2	G	Nissle	day2_2	22.7	2	Nissle_yihW_G2	11.850000000000001	10.849999999999998	10.899999999999999	-0.05000000000000071	1.035
yihW	2	G	Nissle	day1_3	23.5	1	Nissle_yihW_G2	12.100000000000001	11.399999999999999	11.124999999999996	0.27500000000000213	0.826
yihW	2	G	Nissle	day1_2	23.2	1	Nissle_yihW_G2	12.100000000000001	11.099999999999998	11.124999999999996	-0.02499999999999858	1.017
yihW	2	G	Nissle	day2_4	22.6	2	Nissle_yihW_G2	11.850000000000001	10.75	10.899999999999999	-0.14999999999999858	1.11
yihW	2	G	Nissle	day1_1	23.0	1	Nissle_yihW_G2	12.100000000000001	10.899999999999999	11.124999999999996	-0.22499999999999787	1.169
yihW	2	G	Nissle	day2_1	23.1	2	Nissle_yihW_G2	11.850000000000001	11.25	10.899999999999999	0.3500000000000014	0.785
yihW	2	G	Nissle	day1_4	23.2	1	Nissle_yihW_G2	12.100000000000001	11.099999999999998	11.124999999999996	-0.02499999999999858	1.017
yihW	2	Lac	Nissle	day2_2	23.8	2	Nissle_yihW_Lac2	12.675	11.125	10.899999999999999	0.22500000000000142	0.856
yihW	2	Lac	Nissle	day2_4	23.7	2	Nissle_yihW_Lac2	12.675	11.024999999999999	10.899999999999999	0.125	0.917
yihW	2	Lac	Nissle	day1_2	24.0	1	Nissle_yihW_Lac2	12.75	11.25	11.124999999999996	0.12500000000000355	0.917
yihW	2	Lac	Nissle	day1_1	23.9	1	Nissle_yihW_Lac2	12.75	11.149999999999999	11.124999999999996	0.02500000000000213	0.983
yihW	2	Lac	Nissle	day1_4	24.1	1	Nissle_yihW_Lac2	12.75	11.350000000000001	11.124999999999996	0.22500000000000497	0.856
yihW	2	Lac	Nissle	day2_1	23.8	2	Nissle_yihW_Lac2	12.675	11.125	10.899999999999999	0.22500000000000142	0.856
yihW	2	Lac	Nissle	day1_3	24.2	1	Nissle_yihW_Lac2	12.75	11.45	11.124999999999996	0.32500000000000284	0.798
yihW	2	Lac	Nissle	day2_3	23.3	2	Nissle_yihW_Lac2	12.675	10.625	10.899999999999999	-0.2749999999999986	1.21
yihW	2	SQ	Nissle	day2_3	24.3	2	Nissle_yihW_SQ2	12.274999999999999	12.025000000000002	10.899999999999999	1.1250000000000036	0.459
yihW	2	SQ	Nissle	day1_1	25.0	1	Nissle_yihW_SQ2	11.7	13.3	11.124999999999996	2.1750000000000043	0.221
yihW	2	SQ	Nissle	day1_2	24.6	1	Nissle_yihW_SQ2	11.7	12.900000000000002	11.124999999999996	1.7750000000000057	0.292
yihW	2	SQ	Nissle	day1_3	24.6	1	Nissle_yihW_SQ2	11.7	12.900000000000002	11.124999999999996	1.7750000000000057	0.292
yihW	2	SQ	Nissle	day1_4	24.8	1	Nissle_yihW_SQ2	11.7	13.100000000000001	11.124999999999996	1.975000000000005	0.254
yihW	2	SQ	Nissle	day2_1	22.3	2	Nissle_yihW_SQ2	12.274999999999999	10.025000000000002	10.899999999999999	-0.8749999999999964	1.834
yihW	2	SQ	Nissle	day2_2	23.7	2	Nissle_yihW_SQ2	12.274999999999999	11.425	10.899999999999999	0.5250000000000021	0.695
yihW	2	SQ	Nissle	day2_4	24.3	2	Nissle_yihW_SQ2	12.274999999999999	12.025000000000002	10.899999999999999	1.1250000000000036	0.459
yihP	2	G	K12	day1_1	22.9	1	wt_yihP_G2	13.174999999999999	9.725	8.625000000000002	1.0999999999999979	0.467
yihP	2	G	K12	day2_4	20.5	2	wt_yihP_G2	13.775	6.725	8.35	-1.625	3.084
yihP	2	G	K12	day1_3	21.5	1	wt_yihP_G2	13.174999999999999	8.325000000000001	8.625000000000002	-0.3000000000000007	1.231
yihP	2	G	K12	day1_2	21.5	1	wt_yihP_G2	13.174999999999999	8.325000000000001	8.625000000000002	-0.3000000000000007	1.231
yihP	2	G	K12	day1_4	21.3	1	wt_yihP_G2	13.174999999999999	8.125000000000002	8.625000000000002	-0.5	1.414
yihP	2	G	K12	day2_1	23.7	2	wt_yihP_G2	13.775	9.924999999999999	8.35	1.5749999999999993	0.336
yihP	2	G	K12	day2_2	23.5	2	wt_yihP_G2	13.775	9.725	8.35	1.375	0.386
yihP	2	G	K12	day2_3	20.8	2	wt_yihP_G2	13.775	7.025	8.35	-1.3249999999999993	2.505
yihP	2	Lac	K12	day1_4	21.0	1	wt_yihP_Lac2	13.125	7.875	8.625000000000002	-0.7500000000000018	1.682
yihP	2	Lac	K12	day2_3	20.1	2	wt_yihP_Lac2	13.925	6.175000000000001	8.35	-2.174999999999999	4.516
yihP	2	Lac	K12	day1_3	21.0	1	wt_yihP_Lac2	13.125	7.875	8.625000000000002	-0.7500000000000018	1.682
yihP	2	Lac	K12	day1_2	21.0	1	wt_yihP_Lac2	13.125	7.875	8.625000000000002	-0.7500000000000018	1.682
yihP	2	Lac	K12	day2_4	20.1	2	wt_yihP_Lac2	13.925	6.175000000000001	8.35	-2.174999999999999	4.516
yihP	2	Lac	K12	day1_1	21.0	1	wt_yihP_Lac2	13.125	7.875	8.625000000000002	-0.7500000000000018	1.682
yihP	2	Lac	K12	day2_2	20.0	2	wt_yihP_Lac2	13.925	6.074999999999999	8.35	-2.2750000000000004	4.84
yihP	2	Lac	K12	day2_1	20.1	2	wt_yihP_Lac2	13.925	6.175000000000001	8.35	-2.174999999999999	4.516
yihP	2	SQ	K12	day1_4	16.4	1	wt_yihP_SQ2	12.5	3.8999999999999986	8.625000000000002	-4.725000000000003	26.446
yihP	2	SQ	K12	day1_3	15.4	1	wt_yihP_SQ2	12.5	2.9000000000000004	8.625000000000002	-5.725000000000001	52.893
yihP	2	SQ	K12	day1_1	15.2	1	wt_yihP_SQ2	12.5	2.6999999999999993	8.625000000000002	-5.9250000000000025	60.758
yihP	2	SQ	K12	day2_4	15.0	2	wt_yihP_SQ2	13.175	1.8249999999999993	8.35	-6.525	92.092
yihP	2	SQ	K12	day1_2	15.1	1	wt_yihP_SQ2	12.5	2.5999999999999996	8.625000000000002	-6.025000000000002	65.119
yihP	2	SQ	K12	day2_1	15.2	2	wt_yihP_SQ2	13.175	2.0249999999999986	8.35	-6.325000000000001	80.171
yihP	2	SQ	K12	day2_3	14.6	2	wt_yihP_SQ2	13.175	1.424999999999999	8.35	-6.925000000000001	121.516
yihP	2	SQ	K12	day2_2	15.0	2	wt_yihP_SQ2	13.175	1.8249999999999993	8.35	-6.525	92.092
yihQ	2	G	K12	day2_1	27.7	2	wt_yihQ_G2	13.775	13.924999999999999	13.649999999999999	0.27500000000000036	0.826
yihQ	2	G	K12	day1_2	27.9	1	wt_yihQ_G2	13.174999999999999	14.725	14.725	0.0	1.0
yihQ	2	G	K12	day1_3	27.9	1	wt_yihQ_G2	13.174999999999999	14.725	14.725	0.0	1.0
yihQ	2	G	K12	day2_4	26.4	2	wt_yihQ_G2	13.775	12.624999999999998	13.649999999999999	-1.0250000000000004	2.035
yihQ	2	G	K12	day2_2	27.9	2	wt_yihQ_G2	13.775	14.124999999999998	13.649999999999999	0.47499999999999964	0.719
yihQ	2	G	K12	day2_3	27.7	2	wt_yihQ_G2	13.775	13.924999999999999	13.649999999999999	0.27500000000000036	0.826
yihQ	2	G	K12	day1_4	27.9	1	wt_yihQ_G2	13.174999999999999	14.725	14.725	0.0	1.0
yihQ	2	Lac	K12	day2_1	27.0	2	wt_yihQ_Lac2	13.925	13.075	13.649999999999999	-0.5749999999999993	1.49
yihQ	2	Lac	K12	day1_1	27.0	1	wt_yihQ_Lac2	13.125	13.875	14.725	-0.8499999999999996	1.803
yihQ	2	Lac	K12	day2_4	26.9	2	wt_yihQ_Lac2	13.925	12.974999999999998	13.649999999999999	-0.6750000000000007	1.597
yihQ	2	Lac	K12	day1_2	26.9	1	wt_yihQ_Lac2	13.125	13.774999999999999	14.725	-0.9500000000000011	1.932
yihQ	2	Lac	K12	day2_3	26.8	2	wt_yihQ_Lac2	13.925	12.875	13.649999999999999	-0.7749999999999986	1.711
yihQ	2	Lac	K12	day1_3	26.4	1	wt_yihQ_Lac2	13.125	13.274999999999999	14.725	-1.450000000000001	2.732
yihQ	2	Lac	K12	day2_2	26.7	2	wt_yihQ_Lac2	13.925	12.774999999999999	13.649999999999999	-0.875	1.834
yihQ	2	Lac	K12	day1_4	27.0	1	wt_yihQ_Lac2	13.125	13.875	14.725	-0.8499999999999996	1.803
yihQ	2	SQ	K12	day1_2	19.7	1	wt_yihQ_SQ2	12.5	7.199999999999999	14.725	-7.525	184.183
yihQ	2	SQ	K12	day1_1	19.6	1	wt_yihQ_SQ2	12.5	7.100000000000001	14.725	-7.624999999999998	197.403
yihQ	2	SQ	K12	day2_3	18.1	2	wt_yihQ_SQ2	13.175	4.925000000000001	13.649999999999999	-8.724999999999998	423.143
yihQ	2	SQ	K12	day2_4	18.7	2	wt_yihQ_SQ2	13.175	5.524999999999999	13.649999999999999	-8.125	279.17
yihQ	2	SQ	K12	day2_2	18.2	2	wt_yihQ_SQ2	13.175	5.024999999999999	13.649999999999999	-8.625	394.806
yihQ	2	SQ	K12	day2_1	19.1	2	wt_yihQ_SQ2	13.175	5.925000000000001	13.649999999999999	-7.724999999999998	211.571
yihQ	2	SQ	K12	day1_4	18.9	1	wt_yihQ_SQ2	12.5	6.399999999999999	14.725	-8.325000000000001	320.682
yihQ	2	SQ	K12	day1_3	18.2	1	wt_yihQ_SQ2	12.5	5.699999999999999	14.725	-9.025	520.95
yihR	2	G	K12	day2_3	25.3	2	wt_yihR_G2	13.775	11.525	11.250000000000002	0.2749999999999986	0.826
yihR	2	G	K12	day2_2	25.1	2	wt_yihR_G2	13.775	11.325000000000001	11.250000000000002	0.07499999999999929	0.949
yihR	2	G	K12	day1_2	24.6	1	wt_yihR_G2	13.174999999999999	11.425000000000002	12.350000000000001	-0.9249999999999989	1.899
yihR	2	G	K12	day1_3	25.7	1	wt_yihR_G2	13.174999999999999	12.525	12.350000000000001	0.17499999999999893	0.886
yihR	2	G	K12	day1_4	26.2	1	wt_yihR_G2	13.174999999999999	13.025	12.350000000000001	0.6749999999999989	0.626
