gene	biol_replicate	sugar	strain	day	CT	run	Sample Name	Ct_mean_ref	dCt	dCt_mean_gluc	ddCt	2^-ddCt
yihW	3	G	Nissle	day1_3	23.9	1	Nissle_yihW_G3	11.025	12.874999999999998	12.75	0.12499999999999822	0.917
yihW	3	G	Nissle	day1_2	24.1	1	Nissle_yihW_G3	11.025	13.075000000000001	12.75	0.32500000000000107	0.798
yihW	3	G	Nissle	day2_4	23.7	2	Nissle_yihW_G3	11.274999999999999	12.425	12.3	0.125	0.917
yihW	3	G	Nissle	day1_1	23.5	1	Nissle_yihW_G3	11.025	12.475	12.75	-0.27500000000000036	1.21
yihW	3	G	Nissle	day2_1	23.5	2	Nissle_yihW_G3	11.274999999999999	12.225000000000001	12.3	-0.07499999999999929	1.053
yihW	3	G	Nissle	day1_4	23.6	1	Nissle_yihW_G3	11.025	12.575000000000001	12.75	-0.17499999999999893	1.129
yihW	3	Lac	Nissle	day2_4	23.4	2	Nissle_yihW_Lac3	11.6	11.799999999999999	12.3	-0.5000000000000018	1.414
yihW	3	Lac	Nissle	day1_2	24.0	1	Nissle_yihW_Lac3	11.274999999999999	12.725000000000001	12.75	-0.02499999999999858	1.017
yihW	3	Lac	Nissle	day1_1	23.6	1	Nissle_yihW_Lac3	11.274999999999999	12.325000000000003	12.75	-0.42499999999999716	1.343
yihW	3	Lac	Nissle	day2_3	23.5	2	Nissle_yihW_Lac3	11.6	11.9	12.3	-0.40000000000000036	1.32
yihW	3	Lac	Nissle	day2_2	23.8	2	Nissle_yihW_Lac3	11.6	12.200000000000001	12.3	-0.09999999999999964	1.072
yihW	3	Lac	Nissle	day2_1	23.5	2	Nissle_yihW_Lac3	11.6	11.9	12.3	-0.40000000000000036	1.32
yihW	3	Lac	Nissle	day1_4	23.5	1	Nissle_yihW_Lac3	11.274999999999999	12.225000000000001	12.75	-0.5249999999999986	1.439
yihW	3	Lac	Nissle	day1_3	23.9	1	Nissle_yihW_Lac3	11.274999999999999	12.625	12.75	-0.125	1.091
yihW	3	SQ	Nissle	day1_1	24.0	1	Nissle_yihW_SQ3	10.675	13.325	12.75	0.5749999999999993	0.671
yihW	3	SQ	Nissle	day1_2	24.3	1	Nissle_yihW_SQ3	10.675	13.625	12.75	0.875	0.545
yihW	3	SQ	Nissle	day1_3	24.1	1	Nissle_yihW_SQ3	10.675	13.425	12.75	0.6750000000000007	0.626
yihW	3	SQ	Nissle	day1_4	24.2	1	Nissle_yihW_SQ3	10.675	13.524999999999999	12.75	0.7749999999999986	0.584
yihW	3	SQ	Nissle	day2_1	24.3	2	Nissle_yihW_SQ3	10.950000000000001	13.35	12.3	1.049999999999999	0.483
yihW	3	SQ	Nissle	day2_2	24.0	2	Nissle_yihW_SQ3	10.950000000000001	13.049999999999999	12.3	0.7499999999999982	0.595
yihW	3	SQ	Nissle	day2_3	23.7	2	Nissle_yihW_SQ3	10.950000000000001	12.749999999999998	12.3	0.4499999999999975	0.732
yihW	3	SQ	Nissle	day2_4	24.3	2	Nissle_yihW_SQ3	10.950000000000001	13.35	12.3	1.049999999999999	0.483
yihP	3	G	K12	day1_2	21.3	1	wt_yihP_G3	12.125	9.175	8.95	0.22500000000000142	0.856
yihP	3	G	K12	day1_3	21.1	1	wt_yihP_G3	12.125	8.975000000000001	8.95	0.02500000000000213	0.983
yihP	3	G	K12	day1_4	20.7	1	wt_yihP_G3	12.125	8.575	8.95	-0.375	1.297
yihP	3	G	K12	day1_1	21.2	1	wt_yihP_G3	12.125	9.075	8.95	0.125	0.917
yihP	3	G	K12	day2_3	20.5	2	wt_yihP_G3	12.925	7.574999999999999	7.599999999999999	-0.024999999999999467	1.017
yihP	3	G	K12	day2_4	20.8	2	wt_yihP_G3	12.925	7.875	7.599999999999999	0.27500000000000124	0.826
yihP	3	G	K12	day2_2	20.4	2	wt_yihP_G3	12.925	7.474999999999998	7.599999999999999	-0.1250000000000009	1.091
yihP	3	G	K12	day2_1	20.4	2	wt_yihP_G3	12.925	7.474999999999998	7.599999999999999	-0.1250000000000009	1.091
yihP	3	Lac	K12	day1_1	21.2	1	wt_yihP_Lac3	12.299999999999999	8.9	8.95	-0.049999999999998934	1.035
yihP	3	Lac	K12	day1_2	20.9	1	wt_yihP_Lac3	12.299999999999999	8.6	8.95	-0.34999999999999964	1.275
yihP	3	Lac	K12	day1_3	21.2	1	wt_yihP_Lac3	12.299999999999999	8.9	8.95	-0.049999999999998934	1.035
yihP	3	Lac	K12	day1_4	21.2	1	wt_yihP_Lac3	12.299999999999999	8.9	8.95	-0.049999999999998934	1.035
yihP	3	Lac	K12	day2_1	20.6	2	wt_yihP_Lac3	13.174999999999999	7.4250000000000025	7.599999999999999	-0.17499999999999627	1.129
yihP	3	Lac	K12	day2_2	20.7	2	wt_yihP_Lac3	13.174999999999999	7.525	7.599999999999999	-0.0749999999999984	1.053
yihP	3	Lac	K12	day2_3	20.6	2	wt_yihP_Lac3	13.174999999999999	7.4250000000000025	7.599999999999999	-0.17499999999999627	1.129
yihP	3	Lac	K12	day2_4	21.1	2	wt_yihP_Lac3	13.174999999999999	7.9250000000000025	7.599999999999999	0.32500000000000373	0.798
yihP	3	SQ	K12	day1_1	16.4	1	wt_yihP_SQ3	11.274999999999999	5.125	8.95	-3.8249999999999993	14.172
yihP	3	SQ	K12	day1_3	15.6	1	wt_yihP_SQ3	11.274999999999999	4.325000000000001	8.95	-4.624999999999998	24.675
yihP	3	SQ	K12	day1_2	16.5	1	wt_yihP_SQ3	11.274999999999999	5.225000000000001	8.95	-3.724999999999998	13.223
yihP	3	SQ	K12	day1_4	16.2	1	wt_yihP_SQ3	11.274999999999999	4.925000000000001	8.95	-4.024999999999999	16.28
yihP	3	SQ	K12	day2_2	15.1	2	wt_yihP_SQ3	11.975000000000001	3.1249999999999982	7.599999999999999	-4.4750000000000005	22.239
yihP	3	SQ	K12	day2_3	15.2	2	wt_yihP_SQ3	11.975000000000001	3.224999999999998	7.599999999999999	-4.375000000000001	20.749
yihP	3	SQ	K12	day2_4	15.9	2	wt_yihP_SQ3	11.975000000000001	3.924999999999999	7.599999999999999	-3.675	12.773
yihP	3	SQ	K12	day2_1	15.1	2	wt_yihP_SQ3	11.975000000000001	3.1249999999999982	7.599999999999999	-4.4750000000000005	22.239
yihQ	3	G	K12	day2_4	26.0	2	wt_yihQ_G3	12.925	13.075	13.125	-0.05000000000000071	1.035
yihQ	3	G	K12	day2_1	26.7	2	wt_yihQ_G3	12.925	13.774999999999999	13.125	0.6499999999999986	0.637
yihQ	3	G	K12	day1_4	26.6	1	wt_yihQ_G3	12.125	14.475000000000001	14.825000000000001	-0.34999999999999964	1.275
yihQ	3	G	K12	day2_3	26.0	2	wt_yihQ_G3	12.925	13.075	13.125	-0.05000000000000071	1.035
yihQ	3	G	K12	day1_2	27.0	1	wt_yihQ_G3	12.125	14.875	14.825000000000001	0.049999999999998934	0.966
yihQ	3	G	K12	day1_1	26.5	1	wt_yihQ_G3	12.125	14.375	14.825000000000001	-0.45000000000000107	1.366
yihQ	3	G	K12	day2_2	25.5	2	wt_yihQ_G3	12.925	12.575	13.125	-0.5500000000000007	1.464
yihQ	3	G	K12	day1_3	27.7	1	wt_yihQ_G3	12.125	15.575	14.825000000000001	0.7499999999999982	0.595
yihQ	3	Lac	K12	day2_1	26.6	2	wt_yihQ_Lac3	13.174999999999999	13.425000000000002	13.125	0.3000000000000025	0.812
yihQ	3	Lac	K12	day2_2	26.9	2	wt_yihQ_Lac3	13.174999999999999	13.725	13.125	0.5999999999999996	0.66
yihQ	3	Lac	K12	day1_3	27.6	1	wt_yihQ_Lac3	12.299999999999999	15.300000000000002	14.825000000000001	0.4750000000000014	0.719
yihQ	3	Lac	K12	day2_3	26.8	2	wt_yihQ_Lac3	13.174999999999999	13.625000000000002	13.125	0.5000000000000018	0.707
yihQ	3	Lac	K12	day1_2	27.7	1	wt_yihQ_Lac3	12.299999999999999	15.4	14.825000000000001	0.5749999999999993	0.671
yihQ	3	Lac	K12	day2_4	26.9	2	wt_yihQ_Lac3	13.174999999999999	13.725	13.125	0.5999999999999996	0.66
yihQ	3	Lac	K12	day1_1	27.7	1	wt_yihQ_Lac3	12.299999999999999	15.4	14.825000000000001	0.5749999999999993	0.671
yihQ	3	Lac	K12	day1_4	27.9	1	wt_yihQ_Lac3	12.299999999999999	15.6	14.825000000000001	0.7749999999999986	0.584
yihQ	3	SQ	K12	day2_2	19.7	2	wt_yihQ_SQ3	11.975000000000001	7.724999999999998	13.125	-5.400000000000002	42.224
yihQ	3	SQ	K12	day2_4	19.8	2	wt_yihQ_SQ3	11.975000000000001	7.824999999999999	13.125	-5.300000000000001	39.397
yihQ	3	SQ	K12	day2_1	19.6	2	wt_yihQ_SQ3	11.975000000000001	7.625	13.125	-5.5	45.255
yihQ	3	SQ	K12	day2_3	19.8	2	wt_yihQ_SQ3	11.975000000000001	7.824999999999999	13.125	-5.300000000000001	39.397
yihQ	3	SQ	K12	day1_3	19.5	1	wt_yihQ_SQ3	11.274999999999999	8.225000000000001	14.825000000000001	-6.6	97.006
yihQ	3	SQ	K12	day1_2	20.2	1	wt_yihQ_SQ3	11.274999999999999	8.925	14.825000000000001	-5.9	59.714
yihQ	3	SQ	K12	day1_1	19.5	1	wt_yihQ_SQ3	11.274999999999999	8.225000000000001	14.825000000000001	-6.6	97.006
yihQ	3	SQ	K12	day1_4	19.5	1	wt_yihQ_SQ3	11.274999999999999	8.225000000000001	14.825000000000001	-6.6	97.006
yihR	3	G	K12	day1_4	23.4	1	wt_yihR_G3	12.125	11.274999999999999	11.35	-0.07500000000000107	1.053
yihR	3	G	K12	day2_4	23.5	2	wt_yihR_G3	12.925	10.575	10.275	0.29999999999999893	0.812
yihR	3	G	K12	day1_2	23.5	1	wt_yihR_G3	12.125	11.375	11.35	0.025000000000000355	0.983
yihR	3	G	K12	day2_3	23.1	2	wt_yihR_G3	12.925	10.175	10.275	-0.09999999999999964	1.072
yihR	3	G	K12	day2_2	23.1	2	wt_yihR_G3	12.925	10.175	10.275	-0.09999999999999964	1.072
yihR	3	G	K12	day1_3	23.4	1	wt_yihR_G3	12.125	11.274999999999999	11.35	-0.07500000000000107	1.053
yihR	3	G	K12	day2_1	23.1	2	wt_yihR_G3	12.925	10.175	10.275	-0.09999999999999964	1.072
yihR	3	G	K12	day1_1	23.6	1	wt_yihR_G3	12.125	11.475000000000001	11.35	0.12500000000000178	0.917
yihR	3	Lac	K12	day1_4	24.5	1	wt_yihR_Lac3	12.299999999999999	12.200000000000001	11.35	0.8500000000000014	0.555
yihR	3	Lac	K12	day1_3	24.4	1	wt_yihR_Lac3	12.299999999999999	12.1	11.35	0.75	0.595
yihR	3	Lac	K12	day1_2	24.4	1	wt_yihR_Lac3	12.299999999999999	12.1	11.35	0.75	0.595
yihR	3	Lac	K12	day2_2	23.4	2	wt_yihR_Lac3	13.174999999999999	10.225	10.275	-0.05000000000000071	1.035
yihR	3	Lac	K12	day2_4	24.0	2	wt_yihR_Lac3	13.174999999999999	10.825000000000001	10.275	0.5500000000000007	0.683
yihR	3	Lac	K12	day1_1	23.5	1	wt_yihR_Lac3	12.299999999999999	11.200000000000001	11.35	-0.14999999999999858	1.11
yihR	3	Lac	K12	day2_1	23.2	2	wt_yihR_Lac3	13.174999999999999	10.025	10.275	-0.25	1.189
yihR	3	Lac	K12	day2_3	23.8	2	wt_yihR_Lac3	13.174999999999999	10.625000000000002	10.275	0.3500000000000014	0.785
yihR	3	SQ	K12	day2_2	14.8	2	wt_yihR_SQ3	11.975000000000001	2.8249999999999993	10.275	-7.450000000000001	174.853
yihR	3	SQ	K12	day2_3	14.8	2	wt_yihR_SQ3	11.975000000000001	2.8249999999999993	10.275	-7.450000000000001	174.853
yihR	3	SQ	K12	day1_1	15.1	1	wt_yihR_SQ3	11.274999999999999	3.825000000000001	11.35	-7.524999999999999	184.183
yihR	3	SQ	K12	day2_1	14.8	2	wt_yihR_SQ3	11.975000000000001	2.8249999999999993	10.275	-7.450000000000001	174.853
yihR	3	SQ	K12	day1_2	15.9	1	wt_yihR_SQ3	11.274999999999999	4.625000000000002	11.35	-6.724999999999998	105.786
yihR	3	SQ	K12	day1_4	15.6	1	wt_yihR_SQ3	11.274999999999999	4.325000000000001	11.35	-7.024999999999999	130.237
yihR	3	SQ	K12	day2_4	14.8	2	wt_yihR_SQ3	11.975000000000001	2.8249999999999993	10.275	-7.450000000000001	174.853
yihR	3	SQ	K12	day1_3	15.9	1	wt_yihR_SQ3	11.274999999999999	4.625000000000002	11.35	-6.724999999999998	105.786
yihS	3	G	K12	day2_3	22.3	2	wt_yihS_G3	12.925	9.375	9.075	0.3000000000000007	0.812
yihS	3	G	K12	day2_2	22.4	2	wt_yihS_G3	12.925	9.474999999999998	9.075	0.3999999999999986	0.758
yihS	3	G	K12	day2_1	21.6	2	wt_yihS_G3	12.925	8.675	9.075	-0.3999999999999986	1.32
yihS	3	G	K12	day2_4	21.7	2	wt_yihS_G3	12.925	8.774999999999999	9.075	-0.3000000000000007	1.231
yihS	3	G	K12	day1_3	23.6	1	wt_yihS_G3	12.125	11.475000000000001	11.625	-0.14999999999999858	1.11
yihS	3	G	K12	day1_2	23.9	1	wt_yihS_G3	12.125	11.774999999999999	11.625	0.14999999999999858	0.901
yihS	3	G	K12	day1_1	23.7	1	wt_yihS_G3	12.125	11.575	11.625	-0.05000000000000071	1.035
yihS	3	G	K12	day1_4	23.8	1	wt_yihS_G3	12.125	11.675	11.625	0.05000000000000071	0.966
yihS	3	Lac	K12	day2_4	23.2	2	wt_yihS_Lac3	13.174999999999999	10.025	9.075	0.9500000000000011	0.518
yihS	3	Lac	K12	day1_1	24.2	1	wt_yihS_Lac3	12.299999999999999	11.9	11.625	0.27500000000000036	0.826
yihS	3	Lac	K12	day2_3	23.1	2	wt_yihS_Lac3	13.174999999999999	9.925000000000002	9.075	0.8500000000000032	0.555
yihS	3	Lac	K12	day2_2	21.7	2	wt_yihS_Lac3	13.174999999999999	8.525	9.075	-0.5499999999999989	1.464
yihS	3	Lac	K12	day2_1	23.2	2	wt_yihS_Lac3	13.174999999999999	10.025	9.075	0.9500000000000011	0.518
yihS	3	Lac	K12	day1_2	22.5	1	wt_yihS_Lac3	12.299999999999999	10.200000000000001	11.625	-1.424999999999999	2.685
yihS	3	Lac	K12	day1_4	22.6	1	wt_yihS_Lac3	12.299999999999999	10.300000000000002	11.625	-1.3249999999999975	2.505
yihS	3	Lac	K12	day1_3	22.6	1	wt_yihS_Lac3	12.299999999999999	10.300000000000002	11.625	-1.3249999999999975	2.505
yihS	3	SQ	K12	day2_2	13.6	2	wt_yihS_SQ3	11.975000000000001	1.6249999999999982	9.075	-7.450000000000001	174.853
yihS	3	SQ	K12	day2_3	14.4	2	wt_yihS_SQ3	11.975000000000001	2.424999999999999	9.075	-6.65	100.427
yihS	3	SQ	K12	day1_2	13.7	1	wt_yihS_SQ3	11.274999999999999	2.4250000000000007	11.625	-9.2	588.134
yihS	3	SQ	K12	day2_1	14.3	2	wt_yihS_SQ3	11.975000000000001	2.3249999999999993	9.075	-6.75	107.635
yihS	3	SQ	K12	day1_1	13.7	1	wt_yihS_SQ3	11.274999999999999	2.4250000000000007	11.625	-9.2	588.134
yihS	3	SQ	K12	day1_3	15.1	1	wt_yihS_SQ3	11.274999999999999	3.825000000000001	11.625	-7.799999999999999	222.861
yihS	3	SQ	K12	day1_4	13.7	1	wt_yihS_SQ3	11.274999999999999	2.4250000000000007	11.625	-9.2	588.134
yihS	3	SQ	K12	day2_4	13.6	2	wt_yihS_SQ3	11.975000000000001	1.6249999999999982	9.075	-7.450000000000001	174.853
yihT	3	G	K12	day2_4	27.9	2	wt_yihT_G3	12.925	14.974999999999998	14.875	0.09999999999999787	0.933
yihT	3	G	K12	day2_3	27.9	2	wt_yihT_G3	12.925	14.974999999999998	14.875	0.09999999999999787	0.933
yihT	3	G	K12	day2_2	27.6	2	wt_yihT_G3	12.925	14.675	14.875	-0.1999999999999993	1.149
yihT	3	G	K12	day1_4	28.1	1	wt_yihT_G3	12.125	15.975000000000001	16.125	-0.14999999999999858	1.11
yihT	3	G	K12	day1_2	28.3	1	wt_yihT_G3	12.125	16.175	16.125	0.05000000000000071	0.966
yihT	3	G	K12	day2_1	27.8	2	wt_yihT_G3	12.925	14.875	14.875	0.0	1.0
yihT	3	G	K12	day1_3	28.3	1	wt_yihT_G3	12.125	16.175	16.125	0.05000000000000071	0.966
yihT	3	G	K12	day1_1	28.3	1	wt_yihT_G3	12.125	16.175	16.125	0.05000000000000071	0.966
yihT	3	Lac	K12	day1_2	28.6	1	wt_yihT_Lac3	12.299999999999999	16.300000000000004	16.125	0.17500000000000426	0.886
yihT	3	Lac	K12	day1_1	28.9	1	wt_yihT_Lac3	12.299999999999999	16.6	16.125	0.4750000000000014	0.719
yihT	3	Lac	K12	day2_3	28.5	2	wt_yihT_Lac3	13.174999999999999	15.325000000000001	14.875	0.45000000000000107	0.732
yihT	3	Lac	K12	day1_3	28.6	1	wt_yihT_Lac3	12.299999999999999	16.300000000000004	16.125	0.17500000000000426	0.886
yihT	3	Lac	K12	day2_2	28.5	2	wt_yihT_Lac3	13.174999999999999	15.325000000000001	14.875	0.45000000000000107	0.732
yihT	3	Lac	K12	day2_4	28.5	2	wt_yihT_Lac3	13.174999999999999	15.325000000000001	14.875	0.45000000000000107	0.732
yihT	3	Lac	K12	day2_1	28.3	2	wt_yihT_Lac3	13.174999999999999	15.125000000000002	14.875	0.2500000000000018	0.841
yihT	3	Lac	K12	day1_4	27.8	1	wt_yihT_Lac3	12.299999999999999	15.500000000000002	16.125	-0.6249999999999982	1.542
yihT	3	SQ	K12	day1_4	21.4	1	wt_yihT_SQ3	11.274999999999999	10.125	16.125	-6.0	64.0
yihT	3	SQ	K12	day2_2	22.3	2	wt_yihT_SQ3	11.975000000000001	10.325	14.875	-4.550000000000001	23.425
yihT	3	SQ	K12	day1_2	21.5	1	wt_yihT_SQ3	11.274999999999999	10.225000000000001	16.125	-5.899999999999999	59.714
yihT	3	SQ	K12	day1_3	21.6	1	wt_yihT_SQ3	11.274999999999999	10.325000000000003	16.125	-5.799999999999997	55.715
yihT	3	SQ	K12	day1_1	22.2	1	wt_yihT_SQ3	11.274999999999999	10.925	16.125	-5.199999999999999	36.758
yihT	3	SQ	K12	day2_3	22.2	2	wt_yihT_SQ3	11.975000000000001	10.224999999999998	14.875	-4.650000000000002	25.107
yihT	3	SQ	K12	day2_4	22.1	2	wt_yihT_SQ3	11.975000000000001	10.125	14.875	-4.75	26.909
yihT	3	SQ	K12	day2_1	22.4	2	wt_yihT_SQ3	11.975000000000001	10.424999999999997	14.875	-4.450000000000003	21.857
yihU	3	G	K12	day2_4	31.2	2	wt_yihU_G3	12.925	18.275	17.599999999999998	0.6750000000000007	0.626
yihU	3	G	K12	day2_3	30.2	2	wt_yihU_G3	12.925	17.275	17.599999999999998	-0.3249999999999993	1.253
yihU	3	G	K12	day1_3	31.8	1	wt_yihU_G3	12.125	19.675	19.525	0.15000000000000213	0.901
yihU	3	G	K12	day2_1	30.3	2	wt_yihU_G3	12.925	17.375	17.599999999999998	-0.22499999999999787	1.169
yihU	3	G	K12	day1_4	31.2	1	wt_yihU_G3	12.125	19.075	19.525	-0.4499999999999993	1.366
yihU	3	G	K12	day1_2	32.3	1	wt_yihU_G3	12.125	20.174999999999997	19.525	0.6499999999999986	0.637
yihU	3	G	K12	day1_1	31.3	1	wt_yihU_G3	12.125	19.175	19.525	-0.34999999999999787	1.275
yihU	3	G	K12	day2_2	30.4	2	wt_yihU_G3	12.925	17.474999999999998	17.599999999999998	-0.125	1.091
yihU	3	Lac	K12	day1_1	31.3	1	wt_yihU_Lac3	12.299999999999999	19.0	19.525	-0.5249999999999986	1.439
yihU	3	Lac	K12	day1_2	31.6	1	wt_yihU_Lac3	12.299999999999999	19.300000000000004	19.525	-0.22499999999999432	1.169
yihU	3	Lac	K12	day2_4	29.2	2	wt_yihU_Lac3	13.174999999999999	16.025	17.599999999999998	-1.5749999999999993	2.979
yihU	3	Lac	K12	day1_3	30.4	1	wt_yihU_Lac3	12.299999999999999	18.1	19.525	-1.4249999999999972	2.685
yihU	3	Lac	K12	day2_1	29.1	2	wt_yihU_Lac3	13.174999999999999	15.925000000000002	17.599999999999998	-1.6749999999999954	3.193
yihU	3	Lac	K12	day2_2	29.9	2	wt_yihU_Lac3	13.174999999999999	16.725	17.599999999999998	-0.8749999999999964	1.834
yihU	3	Lac	K12	day1_4	31.2	1	wt_yihU_Lac3	12.299999999999999	18.9	19.525	-0.625	1.542
yihU	3	Lac	K12	day2_3	30.9	2	wt_yihU_Lac3	13.174999999999999	17.725	17.599999999999998	0.12500000000000355	0.917
yihU	3	SQ	K12	day2_4	28.0	2	wt_yihU_SQ3	11.975000000000001	16.025	17.599999999999998	-1.5749999999999993	2.979
yihU	3	SQ	K12	day1_1	29.6	1	wt_yihU_SQ3	11.274999999999999	18.325000000000003	19.525	-1.1999999999999957	2.297
yihU	3	SQ	K12	day1_2	29.1	1	wt_yihU_SQ3	11.274999999999999	17.825000000000003	19.525	-1.6999999999999957	3.249
yihU	3	SQ	K12	day2_3	28.5	2	wt_yihU_SQ3	11.975000000000001	16.525	17.599999999999998	-1.0749999999999993	2.107
yihU	3	SQ	K12	day2_2	28.1	2	wt_yihU_SQ3	11.975000000000001	16.125	17.599999999999998	-1.4749999999999979	2.78
yihU	3	SQ	K12	day1_4	29.4	1	wt_yihU_SQ3	11.274999999999999	18.125	19.525	-1.3999999999999986	2.639
yihU	3	SQ	K12	day2_1	29.4	2	wt_yihU_SQ3	11.975000000000001	17.424999999999997	17.599999999999998	-0.1750000000000007	1.129
yihU	3	SQ	K12	day1_3	29.3	1	wt_yihU_SQ3	11.274999999999999	18.025000000000002	19.525	-1.4999999999999964	2.828
yihV	3	G	K12	day2_1	27.3	2	wt_yihV_G3	12.925	14.375	14.675	-0.3000000000000007	1.231
yihV	3	G	K12	day2_2	27.3	2	wt_yihV_G3	12.925	14.375	14.675	-0.3000000000000007	1.231
yihV	3	G	K12	day1_1	27.8	1	wt_yihV_G3	12.125	15.675	15.200000000000001	0.47499999999999964	0.719
yihV	3	G	K12	day2_3	27.3	2	wt_yihV_G3	12.925	14.375	14.675	-0.3000000000000007	1.231
yihV	3	G	K12	day1_4	26.3	1	wt_yihV_G3	12.125	14.175	15.200000000000001	-1.0250000000000004	2.035
yihV	3	G	K12	day1_2	27.6	1	wt_yihV_G3	12.125	15.475000000000001	15.200000000000001	0.27500000000000036	0.826
yihV	3	G	K12	day2_4	28.5	2	wt_yihV_G3	12.925	15.575	14.675	0.8999999999999986	0.536
yihV	3	G	K12	day1_3	27.6	1	wt_yihV_G3	12.125	15.475000000000001	15.200000000000001	0.27500000000000036	0.826
yihV	3	Lac	K12	day2_1	27.6	2	wt_yihV_Lac3	13.174999999999999	14.425000000000002	14.675	-0.24999999999999822	1.189
yihV	3	Lac	K12	day1_1	27.3	1	wt_yihV_Lac3	12.299999999999999	15.000000000000002	15.200000000000001	-0.1999999999999993	1.149
yihV	3	Lac	K12	day1_2	27.2	1	wt_yihV_Lac3	12.299999999999999	14.9	15.200000000000001	-0.3000000000000007	1.231
yihV	3	Lac	K12	day2_4	27.7	2	wt_yihV_Lac3	13.174999999999999	14.525	14.675	-0.15000000000000036	1.11
yihV	3	Lac	K12	day2_2	28.1	2	wt_yihV_Lac3	13.174999999999999	14.925000000000002	14.675	0.2500000000000018	0.841
yihV	3	Lac	K12	day1_3	27.6	1	wt_yihV_Lac3	12.299999999999999	15.300000000000002	15.200000000000001	0.10000000000000142	0.933
yihV	3	Lac	K12	day1_4	27.5	1	wt_yihV_Lac3	12.299999999999999	15.200000000000001	15.200000000000001	0.0	1.0
yihV	3	Lac	K12	day2_3	28.1	2	wt_yihV_Lac3	13.174999999999999	14.925000000000002	14.675	0.2500000000000018	0.841
yihV	3	SQ	K12	day1_2	21.5	1	wt_yihV_SQ3	11.274999999999999	10.225000000000001	15.200000000000001	-4.975	31.45
yihV	3	SQ	K12	day1_3	21.6	1	wt_yihV_SQ3	11.274999999999999	10.325000000000003	15.200000000000001	-4.874999999999998	29.344
yihV	3	SQ	K12	day1_4	21.4	1	wt_yihV_SQ3	11.274999999999999	10.125	15.200000000000001	-5.075000000000001	33.708
yihV	3	SQ	K12	day2_1	22.2	2	wt_yihV_SQ3	11.975000000000001	10.224999999999998	14.675	-4.450000000000003	21.857
yihV	3	SQ	K12	day2_2	22.2	2	wt_yihV_SQ3	11.975000000000001	10.224999999999998	14.675	-4.450000000000003	21.857
yihV	3	SQ	K12	day2_3	22.0	2	wt_yihV_SQ3	11.975000000000001	10.024999999999999	14.675	-4.650000000000002	25.107
yihV	3	SQ	K12	day2_4	22.4	2	wt_yihV_SQ3	11.975000000000001	10.424999999999997	14.675	-4.2500000000000036	19.027
yihV	3	SQ	K12	day1_1	21.6	1	wt_yihV_SQ3	11.274999999999999	10.325000000000003	15.200000000000001	-4.874999999999998	29.344
yihW	3	G	K12	day1_1	26.3	1	wt_yihW_G3	12.125	14.175	14.3	-0.125	1.091
yihW	3	G	K12	day2_3	26.4	2	wt_yihW_G3	12.925	13.474999999999998	13.674999999999997	-0.1999999999999993	1.149
yihW	3	G	K12	day2_2	26.7	2	wt_yihW_G3	12.925	13.774999999999999	13.674999999999997	0.10000000000000142	0.933
yihW	3	G	K12	day2_4	26.9	2	wt_yihW_G3	12.925	13.974999999999998	13.674999999999997	0.3000000000000007	0.812
yihW	3	G	K12	day1_4	26.3	1	wt_yihW_G3	12.125	14.175	14.3	-0.125	1.091
yihW	3	G	K12	day1_3	26.9	1	wt_yihW_G3	12.125	14.774999999999999	14.3	0.47499999999999787	0.719
yihW	3	G	K12	day1_2	26.2	1	wt_yihW_G3	12.125	14.075	14.3	-0.22500000000000142	1.169
yihW	3	G	K12	day2_1	26.4	2	wt_yihW_G3	12.925	13.474999999999998	13.674999999999997	-0.1999999999999993	1.149
yihW	3	Lac	K12	day1_4	26.3	1	wt_yihW_Lac3	12.299999999999999	14.000000000000002	14.3	-0.29999999999999893	1.231
yihW	3	Lac	K12	day2_3	26.0	2	wt_yihW_Lac3	13.174999999999999	12.825000000000001	13.674999999999997	-0.8499999999999961	1.803
yihW	3	Lac	K12	day1_3	26.4	1	wt_yihW_Lac3	12.299999999999999	14.1	14.3	-0.20000000000000107	1.149
yihW	3	Lac	K12	day2_4	25.9	2	wt_yihW_Lac3	13.174999999999999	12.725	13.674999999999997	-0.9499999999999975	1.932
yihW	3	Lac	K12	day2_1	26.2	2	wt_yihW_Lac3	13.174999999999999	13.025	13.674999999999997	-0.6499999999999968	1.569
yihW	3	Lac	K12	day1_1	26.3	1	wt_yihW_Lac3	12.299999999999999	14.000000000000002	14.3	-0.29999999999999893	1.231
yihW	3	Lac	K12	day2_2	26.1	2	wt_yihW_Lac3	13.174999999999999	12.925000000000002	13.674999999999997	-0.7499999999999947	1.682
yihW	3	Lac	K12	day1_2	26.3	1	wt_yihW_Lac3	12.299999999999999	14.000000000000002	14.3	-0.29999999999999893	1.231
yihW	3	SQ	K12	day1_2	23.4	1	wt_yihW_SQ3	11.274999999999999	12.125	14.3	-2.1750000000000007	4.516
yihW	3	SQ	K12	day1_1	23.2	1	wt_yihW_SQ3	11.274999999999999	11.925	14.3	-2.375	5.187
yihW	3	SQ	K12	day1_4	23.4	1	wt_yihW_SQ3	11.274999999999999	12.125	14.3	-2.1750000000000007	4.516
yihW	3	SQ	K12	day2_1	23.1	2	wt_yihW_SQ3	11.975000000000001	11.125	13.674999999999997	-2.549999999999997	5.856
